,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
106,amiga da minha mulher,seu jorge,https://open.spotify.com/track/6TVmNRrCRzU3NlyuubLIzZ,6TVmNRrCRzU3NlyuubLIzZ,,Yes,Yes,R_837aAI9nePo1QDT,entertainment
37,Orgy for One,Ninja Sex Party,https://open.spotify.com/track/6UNpiV6WMougkeXYEAYP7O,6UNpiV6WMougkeXYEAYP7O,It brings a big smile to my face,Yes,Yes,R_8ffCN43Rw9foEIC,entertainment
213,Peggy,Ceechynaa,https://open.spotify.com/track/6UPiTNzNmUFE59YkkyCs9n,6UPiTNzNmUFE59YkkyCs9n,,Yes,No,R_2zZwYOsilY4jRsz,discharge
346,Forget Her,Jeff Buckley,https://open.spotify.com/track/6UuVONmxXwTKN1ISepuAoQ,6UuVONmxXwTKN1ISepuAoQ,,Yes,Yes,R_8VqM9C6HA45xC9p,strong_sensation
721,Gratitude,Londrelle,https://open.spotify.com/track/6VWCeBktNMGdTTy5LxHj69,6VWCeBktNMGdTTy5LxHj69,,No,Yes,R_28Tf4yRm44ixc8J,mental_work
34,Imitation of Life,R.E.M.,https://open.spotify.com/track/6VekqQih8fJTHOsoSL01th,6VekqQih8fJTHOsoSL01th,,Yes,Yes,R_263ifr5Fzi1g7g5,"[('discharge', 1), ('entertainment', 1)]"
565,Imitation of Life ,R.E.M.,https://open.spotify.com/track/6VekqQih8fJTHOsoSL01th,6VekqQih8fJTHOsoSL01th,,Yes,Yes,R_263ifr5Fzi1g7g5,"[('discharge', 1), ('entertainment', 1)]"
156,I'm Alive,Aaron Tveit,https://open.spotify.com/track/6XOK0Sigh112V5C1WHAwo5,6XOK0Sigh112V5C1WHAwo5,Fast and I know it well,Yes,Yes,R_81gjW2Qe56Wo6Ye,diversion
8,ophelie,Oscar Anton,https://open.spotify.com/track/6XdxQd4EFvYOvWYqr1KXm3,6XdxQd4EFvYOvWYqr1KXm3,,Yes,No,R_2EnIdAMa8NYSXqV,entertainment
550,I'm Your Man,Mitski,https://open.spotify.com/track/6YO2dalWyZSobXSY3UUPv9,6YO2dalWyZSobXSY3UUPv9,,No,Yes,R_2e9qeeiYw9MaePm,discharge
151,Calling after me,Wallows,https://open.spotify.com/track/6YVajR33kCWLhWpMVD8AGD,6YVajR33kCWLhWpMVD8AGD,,,,R_2yvMha4rZC1Z6Ct,entertainment
172,Miniskirt,AOA,https://open.spotify.com/track/6Yj8kVuVR3UPxx9r5eFEoV,6Yj8kVuVR3UPxx9r5eFEoV,,Yes,No,R_8YnBr5pfVh9hzzu,revival
157,Amani,Mac Kay,https://open.spotify.com/track/6Yp4sCIy7MutQ3COUlh8Xb,6Yp4sCIy7MutQ3COUlh8Xb,,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,diversion
82,Surprise Surprise,Cila Black,https://open.spotify.com/track/6Zpiz4R4n8En2qJQEcwrHf,6Zpiz4R4n8En2qJQEcwrHf,,Yes,Yes,R_28Tf4yRm44ixc8J,entertainment
0,This Must Be The Place,Talking Heads,https://open.spotify.com/track/6aBUnkXuCEQQHAlTokv9or,6aBUnkXuCEQQHAlTokv9or,"Beautiful lyrics and melody, lets me focus on it",Yes,Yes,R_2p9wWWpkx5peG4N,entertainment
260,Gyal you a party animal,Charly Black,https://open.spotify.com/track/6bOLRTULQUiXeVnxOIPZVA,6bOLRTULQUiXeVnxOIPZVA,Up tempo,Yes,Yes,R_2HFaNp6YCRpC6NX,revival
50,Upside Down Kiss,TOMORROW X TOGETHER,https://open.spotify.com/track/6bp3UWuLklGIK8VgkRUKkP,6bp3UWuLklGIK8VgkRUKkP,"A bit of a silly song and it's upbeat, so it makes me happy.",,,R_88HQeKMOYExgqkB,entertainment
19,Running to the Sea,"Röyksopp, Susanne Sundfør",https://open.spotify.com/track/6btlSd2RiI8TnHXOYkCs4L,6btlSd2RiI8TnHXOYkCs4L,,Yes,Yes,R_2EnIdAMa8NYSXqV,strong_sensation
266,Kids,Current Joys,https://open.spotify.com/track/6cMMZ2pdP4PkYsVJqX2WUh,6cMMZ2pdP4PkYsVJqX2WUh,,Yes,Yes,R_2zZwYOsilY4jRsz,solace
33,Lovers Rock,TV Girl,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,6dBUzqjtbnIa1TwYbyw5CM,,Yes,Yes,R_2zZwYOsilY4jRsz,"[('entertainment', 2)]"
97,Lovers rock,TV Girl,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,6dBUzqjtbnIa1TwYbyw5CM,,Yes,No,R_2tck6sPLJviBT1R,"[('entertainment', 2)]"
475,Cry For Judas,The Mountain Goats,https://open.spotify.com/track/6dzU8kkXmOGCMNyX149BX3,6dzU8kkXmOGCMNyX149BX3,,Yes,No,R_2e9qeeiYw9MaePm,diversion
775,Breathe,Leslie Grace,https://open.spotify.com/track/6eHA7Fw7JcrmhY5SZK9Rzx,6eHA7Fw7JcrmhY5SZK9Rzx,,Yes,Yes,R_8hYa7SIXp5JaIx2,"[('mental_work', 1), ('solace', 1)]"
652,Breathe,Leslie Grace ,https://open.spotify.com/track/6eHA7Fw7JcrmhY5SZK9Rzx,6eHA7Fw7JcrmhY5SZK9Rzx,Some parts sound like they are adressing me,Yes,Yes,R_8hYa7SIXp5JaIx2,"[('mental_work', 1), ('solace', 1)]"
198,Club can't handle me,Flo Rida,https://open.spotify.com/track/6ebkx7Q5tTxrCxKq4GYj0Y,6ebkx7Q5tTxrCxKq4GYj0Y,,Yes,Yes,R_2HFaNp6YCRpC6NX,"[('revival', 2)]"
65,Club Can’t Handle Me ,"Flo Rida, David Guetta",https://open.spotify.com/track/6ebkx7Q5tTxrCxKq4GYj0Y,6ebkx7Q5tTxrCxKq4GYj0Y,A dancing song.,Yes,No,R_2oEDEWFXn3Qfhnk,"[('revival', 2)]"
547,Cut My Lip,Twenty One Pilots,https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy,6gFtgkh8ShkrJn52Cbdhxy,"The song's lyrics and arrangement reveals the negative emotions that I feel, which I can then acknowledge and process by recognizing myself in the song.",,,R_88HQeKMOYExgqkB,discharge
458,Old Man,Neil Young,https://open.spotify.com/track/6grFWYpLQul3nAHjzzPKT8,6grFWYpLQul3nAHjzzPKT8,,Yes,Yes,R_8YnBr5pfVh9hzzu,diversion
452,Plot Twist,AtHeart,https://open.spotify.com/track/6gtm6O3lmxDdbhfieaSPhw,6gtm6O3lmxDdbhfieaSPhw,,Yes,No,R_8pJG7O16rICvdio,diversion
25,Eating Hooks,Moderat,https://open.spotify.com/track/6hgHUioGkZn9ReU4TTGnRp,6hgHUioGkZn9ReU4TTGnRp,,Yes,No,R_2EnIdAMa8NYSXqV,diversion
184,Hocus Pocus,Focus,https://open.spotify.com/track/6iZtDWu3FTuxu7AprIqA3Y,6iZtDWu3FTuxu7AprIqA3Y,"Chaotic, but quiets my mind",Yes,There are no lyrics,R_2p9wWWpkx5peG4N,revival
329,Space,Ruby Gill,https://open.spotify.com/track/6ikJBIpwt24JTbRhbRr5Ek,6ikJBIpwt24JTbRhbRr5Ek,The lyrics strongly resonate with me and bring me a lot of bodily sensations and immersion,Yes,Yes,R_2Lp20qjXqfa7pVi,strong_sensation
708,Like him,Tyler the creator,https://open.spotify.com/track/6jbYpRPTEFl1HFKHk1IC0m,6jbYpRPTEFl1HFKHk1IC0m,,,,R_8rid6Aiv4sOl6JB,mental_work
418,Hey Big Man,100 gecs,https://open.spotify.com/track/6jgkLS7ADwuNskZyQ4cNbm,6jgkLS7ADwuNskZyQ4cNbm,Stilmulating,Yes,No,R_2UcZTsu7Ha6wjkd,diversion
376,Too Much,Dove Cameron,https://open.spotify.com/track/6lKSOnC9iLGDonypMgvGrm,6lKSOnC9iLGDonypMgvGrm,,Yes,No,R_8pJG7O16rICvdio,strong_sensation
141,GALA,XG,https://open.spotify.com/track/6laUIsJKwTQMXAAEKnCwES,6laUIsJKwTQMXAAEKnCwES,,Yes,Yes,R_2zZwYOsilY4jRsz,diversion
11,drive ME crazy!,"Lil Yachty, Diana Gordon",https://open.spotify.com/track/6luBKkFUt5wTwz7hpLhp12,6luBKkFUt5wTwz7hpLhp12,Happy song with good vibes,Yes,No,R_8wt2bq6XlrxNtUi,revival
484,Machu Picchu,The Strokes,https://open.spotify.com/track/6mVD1SfTvlFAPVi7txFL5H,6mVD1SfTvlFAPVi7txFL5H,,Yes,Yes,R_2tck6sPLJviBT1R,diversion
67,„Evergreen”,Richy Mitch & The Coal Miners,https://open.spotify.com/track/6me7F0aaZjwDo6RJ5MrfBD,6me7F0aaZjwDo6RJ5MrfBD,,Yes,No,R_8EbOmTY4KpFTsDK,entertainment
49,Sordid Affair,Röyksopp,https://open.spotify.com/track/6nI1qWkwd3KF3q6RFbmL0B,6nI1qWkwd3KF3q6RFbmL0B,,Yes,Yes,R_2EnIdAMa8NYSXqV,mental_work
49,Running on the sky,Lee juck,https://open.spotify.com/track/6ogV0x5m4yw8rvca4m3NxY,6ogV0x5m4yw8rvca4m3NxY,,Yes,No,R_4lLXShteMUjWgMW,entertainment
23,Harpy Hare ,Yaelokre,https://open.spotify.com/track/6pWlv50Lthad8jyd6f1TlC,6pWlv50Lthad8jyd6f1TlC,,Yes,No,R_8YnBr5pfVh9hzzu,entertainment
323,Found heaven,Conan gray,https://open.spotify.com/track/6qOHp1FkEkv782ggdUFEiK,6qOHp1FkEkv782ggdUFEiK,Musicality,,,R_8G9joOmkzQ63Thf,strong_sensation
643,Ordinary ,Alexander warren,https://open.spotify.com/track/6qqrTXSdwiJaq8SO0X2lSe,6qqrTXSdwiJaq8SO0X2lSe,Relaxing,Yes,No,R_8JhT8UqAoaImSVr,mental_work
631,Dream is Destiny,No Clear Mind,https://open.spotify.com/track/6qvfeDEiwboR8RpUCxTt54,6qvfeDEiwboR8RpUCxTt54,,No,There are no lyrics,R_8PsV7EzuWKsJiKd,discharge
14,Come Down Soon,Lizzy Mcalpine,https://open.spotify.com/track/6rEcXviYlZCEx01m1z7qZv,6rEcXviYlZCEx01m1z7qZv,,Yes,Yes,R_2xOG8RwWS4NZPnb,entertainment
10,New Jeans,New Jeans,https://open.spotify.com/track/6rdkCkjk6D12xRpdMXy0I2,6rdkCkjk6D12xRpdMXy0I2,"I listen to this song when I'm running, which is something I do when I'm stressed and tired.",Yes,No,R_8wt2bq6XlrxNtUi,revival
443,„400 Lux”,Lorde,https://open.spotify.com/track/6rjtB7KSIiJ6v9vrACMlqF,6rjtB7KSIiJ6v9vrACMlqF,"I feel more confident, when listening to this one, it’s more difficult to overthink the stressful situation when it’s playing.",Yes,No,R_8EbOmTY4KpFTsDK,diversion
383,Answer,"Tyler, the Creator",https://open.spotify.com/track/6rqj2zeKhLy3exkuFi6mSz,6rqj2zeKhLy3exkuFi6mSz,,Yes,Yes,R_8VqM9C6HA45xC9p,strong_sensation
228,Troublemaker,Olly Murs,https://open.spotify.com/track/6s8nHXTJVqFjXE4yVZPDHR,6s8nHXTJVqFjXE4yVZPDHR,,Yes,No,R_8PsV7EzuWKsJiKd,revival
596,Snow Angel,Renee Rapp,https://open.spotify.com/track/6skUuqrKMQIjjo75hWGAvQ,6skUuqrKMQIjjo75hWGAvQ,,No,,R_2HOcWQ0Ao3rvWQl,discharge
572,Proi Proi,NIDA,https://open.spotify.com/track/6snyNT6w27QFkdyTO3vOEM,6snyNT6w27QFkdyTO3vOEM,,Yes,No,R_2HYcwD0mQCVN8jJ,discharge
90,Friesenjung,Joost klein,https://open.spotify.com/track/6tAKikIvnoWfUeZrfkopLL,6tAKikIvnoWfUeZrfkopLL,,Yes,No,R_8XnyWMaJIcOY96C,revival
45,Bad Man,FIGHTMASTER,https://open.spotify.com/track/6tgvaWyhOnh3eAWJpsCY4B,6tgvaWyhOnh3eAWJpsCY4B,,Yes,,R_2HOcWQ0Ao3rvWQl,entertainment
196,Psyhaus,Juicy M,https://open.spotify.com/track/6uHfIVcZBXYpXuqOXOWB2b,6uHfIVcZBXYpXuqOXOWB2b,,Yes,No,R_8XnyWMaJIcOY96C,discharge
94,Pop! Goes My Heart ,Hugh Grant,https://open.spotify.com/track/6uKWa5NMmmgptSs2xC0cuo,6uKWa5NMmmgptSs2xC0cuo,This song is just a happy song that can get you up and running again,Yes,No,R_2oEDEWFXn3Qfhnk,revival
304,I drink wine,Adele,https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A,6v0UJD4a2FtleHeSYVX02A,,No,,R_2HOcWQ0Ao3rvWQl,strong_sensation
804,We almost broke up again last night,Sabrina Carpenter,https://open.spotify.com/track/6wkYQMrFfb0huLB5Qn19Iv,6wkYQMrFfb0huLB5Qn19Iv,"I have been in similar situations to those described in the song, but most of all, the melody itself is comforting.",Yes,Yes,R_2HRoAD9L1WNTCiF,solace
293,Broken Glass,Lorde,https://open.spotify.com/track/6xCKXznjcHv2hZWDA0pRIe,6xCKXznjcHv2hZWDA0pRIe,,Yes,Yes,R_2C7TUTBbm8SXape,strong_sensation
71,Hungarian Rhapsody no. 2,Franz Liszt,https://open.spotify.com/track/6xZ3aa9WPJO8Td38SG9QfG,6xZ3aa9WPJO8Td38SG9QfG,Exciting,Yes,There are no lyrics,R_2UcZTsu7Ha6wjkd,entertainment
212,Masaje Mental,"Xtragos, Kase.p",https://open.spotify.com/track/6xpUNk0oD8wUOUjmKuF8zP,6xpUNk0oD8wUOUjmKuF8zP,The lyrics help with motivation and give me energy to keep going,No,Yes,R_2LXRHlBulGggcW0,revival
799,Down to nothing,Siddhartha Menon,https://open.spotify.com/track/6xvCsRPsvEWdgYdO8bWcWw,6xvCsRPsvEWdgYdO8bWcWw,,Yes,Yes,R_8hYa7SIXp5JaIx2,solace
464,Call me back,The Strokes,https://open.spotify.com/track/6z5mh42xSM54RncKZMM8hS,6z5mh42xSM54RncKZMM8hS,,Yes,No,R_2tck6sPLJviBT1R,diversion
506,Evil,Interpol,https://open.spotify.com/track/6zPOdhLim2vbcLo0rfjDjq,6zPOdhLim2vbcLo0rfjDjq,Upbeat,Yes,No,R_8ZTYiKxXbBb081e,diversion
6,Atlas,Pommelien thijs,https://open.spotify.com/track/6zdmJ79GtRfpJJdaDPECYm,6zdmJ79GtRfpJJdaDPECYm,Makes me happy ,Yes,No,R_8JhT8UqAoaImSVr,entertainment
715,Going to California,Led Zeppelin ,https://open.spotify.com/track/70gbuMqwNBE2Y5rkQJE9By,70gbuMqwNBE2Y5rkQJE9By,,Yes,Yes,R_263ifr5Fzi1g7g5,"[('discharge', 1), ('mental_work', 1)]"
538,Going to California ,Led Zeppelin ,https://open.spotify.com/track/70gbuMqwNBE2Y5rkQJE9By,70gbuMqwNBE2Y5rkQJE9By,,Yes,Yes,R_263ifr5Fzi1g7g5,"[('discharge', 1), ('mental_work', 1)]"
237,When you were young,The killers,https://open.spotify.com/track/70wYA8oYHoMzhRRkARoMhU,70wYA8oYHoMzhRRkARoMhU,,Yes,Yes,R_4lLXShteMUjWgMW,revival
537,„Shake It Out”,Florence & the Machine,https://open.spotify.com/track/71iSmEeF0qRVyULABxP75P,71iSmEeF0qRVyULABxP75P,The lyrics and the energy from this song help me release the negative emotions.,Yes,Yes,R_8EbOmTY4KpFTsDK,discharge
671,in a sentimental mood,ella fitzgerald,https://open.spotify.com/track/726OIMOZ6uDlvGsdUbbazS,726OIMOZ6uDlvGsdUbbazS,,Yes,Yes,R_837aAI9nePo1QDT,mental_work
2,are you gonna be my girl,jet,https://open.spotify.com/track/72zZfHPYx43shcP3eKkYi5,72zZfHPYx43shcP3eKkYi5,,Yes,Yes,R_80YBLNTS9lnLPqc,entertainment
303,superpowers,daniel caesar,https://open.spotify.com/track/736PP5LTtREkDgktNmX3Gu,736PP5LTtREkDgktNmX3Gu,encourages me to get past in,Yes,Yes,R_837aAI9nePo1QDT,strong_sensation
148,„My Girl”,The Temptations,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,745H5CctFr12Mo7cqa1BMH,,Yes,No,R_8EbOmTY4KpFTsDK,entertainment
20,Misty,Erroll Garner,https://open.spotify.com/track/75KRlncgTKRWd9CjqPZgcx,75KRlncgTKRWd9CjqPZgcx,The way the piano is played makes me feel warm inside,Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,strong_sensation
428,Moonschein,Beethoven,https://open.spotify.com/track/75Yh5TwzrAyvUAg3dKE7Kd,75Yh5TwzrAyvUAg3dKE7Kd,I play it,Yes,There are no lyrics,R_2TD9GoZ1onZyXu1,diversion
764,Cover my eyes,Fwango,https://open.spotify.com/track/75vKWWZV5PWaHIdMPh06ns,75vKWWZV5PWaHIdMPh06ns,,Yes,Yes,R_2tck6sPLJviBT1R,solace
621,Class of 2013 - Audiotree Live Version,Mitski,https://open.spotify.com/track/76l5r75wE5kvPdDsksAr62,76l5r75wE5kvPdDsksAr62,,Yes,Yes,R_8pJG7O16rICvdio,discharge
23,Neptune,S.J. Tucker,https://open.spotify.com/track/77OKXQsgZNMBA99fYvxlyB,77OKXQsgZNMBA99fYvxlyB,Upbeat like most of these,Yes,Yes,R_81gjW2Qe56Wo6Ye,entertainment
466,„Tak to leciało!”,Otsochodzi and Taco Hemingway,https://open.spotify.com/track/77qp2lzKsMmOeyKbtnoSVI,77qp2lzKsMmOeyKbtnoSVI,"It’s a polish hiphop song, which busts my energy and completely distracts me from stress. It’s also one of my sister’s favourites so my brain associates it with positive memories.",Yes,No,R_8EbOmTY4KpFTsDK,diversion
106,Kamakura,The Maccabees,https://open.spotify.com/track/782Pp2KyE4En3FeoY2UnLQ,782Pp2KyE4En3FeoY2UnLQ,,Yes,No,R_8WCkweb3sC0gYTf,strong_sensation
206,„New Flesh”,Current Joys,https://open.spotify.com/track/786f01L1AbBOGr0WmAs54w,786f01L1AbBOGr0WmAs54w,"Similarly, makes me dance and definitely more enegised.",Yes,No,R_8EbOmTY4KpFTsDK,revival
269,My Girl,Alice Phoebe Lou,https://open.spotify.com/track/78A461s30UJq8wSkkeSt8I,78A461s30UJq8wSkkeSt8I,the melody and lyrics make me feel through every bit of the song,Yes,Yes,R_2Lp20qjXqfa7pVi,strong_sensation
412,Chant,Hadestown Original Broadway Company,https://open.spotify.com/track/78Ii0NNdsL7wSQbYE50kAk,78Ii0NNdsL7wSQbYE50kAk,,Yes,No,R_2VQ2AZgtTitN9SY,diversion
702,Crash of Worlds,Rocco DeLuca,https://open.spotify.com/track/78f6mCkphGNQ4qXMR9GmAO,78f6mCkphGNQ4qXMR9GmAO,,No,Yes,R_2VQ2AZgtTitN9SY,mental_work
91,Fame Is A Gun,Addison Rae,https://open.spotify.com/track/7B3BwNecBhKvNwSMOOl7Gk,7B3BwNecBhKvNwSMOOl7Gk,,Yes,No,R_8YnBr5pfVh9hzzu,entertainment
312,Nu Wij niet meer praten,Pommelien Thijsen en Jaap Reesema,https://open.spotify.com/track/7BH2Y5WMiOOvEG60WOhoWE,7BH2Y5WMiOOvEG60WOhoWE,Sad,Yes,Yes,R_2HFaNp6YCRpC6NX,strong_sensation
181,HERE COMES THE hURRICANE LEGENDARY KATRINA,Kevin Jz Prodigy,https://open.spotify.com/track/7CkQY5wgGtqSBICR2sqNba,7CkQY5wgGtqSBICR2sqNba,,Yes,Yes,R_2zZwYOsilY4jRsz,diversion
38,Streetcar,Daniel Caesar,https://open.spotify.com/track/7Cu2COdH93MnuireuKNiS3,7Cu2COdH93MnuireuKNiS3,Makes me cry out stress of growing up,Yes,Yes,R_8wt2bq6XlrxNtUi,discharge
704,„Heart to Heart”,Mac DeMarco,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2,7EAMXbLcL0qXmciM5SwMh2,Again a very comfortable song that helps me to calm and think.,Yes,No,R_8EbOmTY4KpFTsDK,mental_work
734,You are enough (Meditation),"Londrelle, Dani Fanning",https://open.spotify.com/track/7EOOqbrUmlEDncRf0XVcrR,7EOOqbrUmlEDncRf0XVcrR,,No,Yes,R_28Tf4yRm44ixc8J,solace
90,The Spins,Mac Miller,https://open.spotify.com/track/7FAFkQQZFeNwOFzTrSDFIh,7FAFkQQZFeNwOFzTrSDFIh,Personal connection to the song,Yes,No,R_8cbeXQem84K93QF,"[('entertainment', 2)]"
25,The Spins,"Mac Miller, Empire Of The Sun",https://open.spotify.com/track/7FAFkQQZFeNwOFzTrSDFIh,7FAFkQQZFeNwOFzTrSDFIh,,Yes,No,R_8eLKaSUgqXjGFkl,"[('entertainment', 2)]"
500,Sexbomb,Tom Jones,https://open.spotify.com/track/7GHKA8GIMcND6c5nN1sFnD,7GHKA8GIMcND6c5nN1sFnD,,Yes,No,R_8VqM9C6HA45xC9p,diversion
453,Mykonos,Fleet Foxes,https://open.spotify.com/track/7H71gZwWs3xPWnHM30NDUp,7H71gZwWs3xPWnHM30NDUp,,No,Yes,R_2e9qeeiYw9MaePm,diversion
447,Call me ,Blondie,https://open.spotify.com/track/7HKxTNVlkHsfMLhigmhC0I,7HKxTNVlkHsfMLhigmhC0I,Also cheers me up,Yes,No,R_8ZTYiKxXbBb081e,diversion
395,Honey,Vacations,https://open.spotify.com/track/7IBzp33O4Hjr92wXtH3yQJ,7IBzp33O4Hjr92wXtH3yQJ,,Yes,No,R_82G8YEIvepM1XoE,diversion
392,Humble,Kendrick lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7KXjTSCq5nL1LoYtL7XAwS,,,,R_8rid6Aiv4sOl6JB,diversion
490,Salvation,The Cranberries,https://open.spotify.com/track/7KlTqYxhUnhspcx3PaN4Jn,7KlTqYxhUnhspcx3PaN4Jn,"Powerful lyrics, rock music, catchy chorus, I forget about everything else",Yes,Yes,R_2p9wWWpkx5peG4N,diversion
187,Not What it seems,Feline,https://open.spotify.com/track/7KtvRecddw5bux5kYEI7G7,7KtvRecddw5bux5kYEI7G7,,Yes,Yes,R_2zZwYOsilY4jRsz,discharge
328,A Sorta Fairytale,Tori Amos,https://open.spotify.com/track/7Kwmac3lkTQ8tPyAVQ0L8G,7Kwmac3lkTQ8tPyAVQ0L8G,"Good vibes, makes me dreamy",Yes,Yes,R_2p9wWWpkx5peG4N,strong_sensation
98,Cinderella,Model/Actriz,https://open.spotify.com/track/7LW36n7hCYAQcHBmkkF1XU,7LW36n7hCYAQcHBmkkF1XU,The way the track becomes more industrial and abrasive as time goes on takes my energy with it,Yes,No,R_2oS0VRFGHi3daXX,revival
781,„Asleep”,The Smiths,https://open.spotify.com/track/7LZgdL0MxiElfaKZbuuE4l,7LZgdL0MxiElfaKZbuuE4l,I just love The Smiths.,Yes,Yes,R_8EbOmTY4KpFTsDK,solace
608,Too Close,Sir Chloe,https://open.spotify.com/track/7M6KOBCfPzWqbkiaXnm7bd,7M6KOBCfPzWqbkiaXnm7bd,,Yes,Yes,R_2q7KRMeEj2Ki93e,discharge
238,This Hell,Rina Sawayama,https://open.spotify.com/track/7aHmvUghK3XCEqNRbUeAn4,7aHmvUghK3XCEqNRbUeAn4,,,,R_8pJG7O16rICvdio,revival
257,Girl Like Me,PinkPantheress,https://open.spotify.com/track/7aYGCP34Xo6XujY7Ix1DxB,7aYGCP34Xo6XujY7Ix1DxB,,,,R_8pJG7O16rICvdio,revival
559,Heavy,Florence Road,https://open.spotify.com/track/7bOi2P9koS8GKmGBc8wjzU,7bOi2P9koS8GKmGBc8wjzU,,Yes,Yes,R_21AmFBgPw7UHYaR,discharge
136,Moonlit,Skott,https://open.spotify.com/track/7bYCJEl4oPXccNUPxNPk1y,7bYCJEl4oPXccNUPxNPk1y,Music by this artist always evokes happy feelings in me.,,,R_88HQeKMOYExgqkB,entertainment
748,„Elephant”,Dawid Podsiadło,https://open.spotify.com/track/7blDyU4tt0PuhOR7fTXIKt,7blDyU4tt0PuhOR7fTXIKt,This songs sounds exactly like my feeling at the moment.,Yes,Yes,R_8EbOmTY4KpFTsDK,solace
213,BLUH BLUH BLUH,by.alexander,https://open.spotify.com/track/7eFwA9VIRjH2OvnrcRNqw0,7eFwA9VIRjH2OvnrcRNqw0,,Yes,There are no lyrics,R_837aAI9nePo1QDT,revival
284,The Devil In His Youth,Protomartyer,https://open.spotify.com/track/7erB0WqRa33hTQvrSMRYeB,7erB0WqRa33hTQvrSMRYeB,Gives a good: everything has gone to shit anyway vibe,Yes,No,R_2oS0VRFGHi3daXX,solace
94,Animal Attraction,She Wants Revenge,https://open.spotify.com/track/7f1wphFqwgGzTD4D20XHVh,7f1wphFqwgGzTD4D20XHVh,,Yes,No,R_8VqM9C6HA45xC9p,entertainment
280,Waterdicht,Hannah Mae,https://open.spotify.com/track/7flLhzZtbPYAKRSbBrn69x,7flLhzZtbPYAKRSbBrn69x,,Yes,Yes,R_81gjW2Qe56Wo6Ye,solace
661,Bed rest,Conan gray,https://open.spotify.com/track/7fnrjy0Sd6Lj1IBalr424v,7fnrjy0Sd6Lj1IBalr424v,Good lyrics,No,Yes,R_8G9joOmkzQ63Thf,mental_work
248,Kıpır Kıpır,Özgün,https://open.spotify.com/track/7hx8LNLXTL1O7mRcPpBfMC,7hx8LNLXTL1O7mRcPpBfMC,,Yes,No,R_8PsV7EzuWKsJiKd,revival
358,Blind and Frozen,Beast in Black,https://open.spotify.com/track/7iOSeHfKU2EhSKcX7TbjKG,7iOSeHfKU2EhSKcX7TbjKG,,Yes,Yes,R_2e9qeeiYw9MaePm,strong_sensation
168,Soulmate,Leavv,https://open.spotify.com/track/7j3MxJStHHyMvFIBT8i9gp,7j3MxJStHHyMvFIBT8i9gp,,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,diversion
42,Paper Thin,Lianne La Havas,https://open.spotify.com/track/7kC97zPE0PxrcItXyGdk8P,7kC97zPE0PxrcItXyGdk8P,Makes me cry,Yes,Yes,R_8wt2bq6XlrxNtUi,discharge
44,Sugar on my tongue,Talking heads,https://open.spotify.com/track/7kGecZXX5u2DZ68RSnbdYR,7kGecZXX5u2DZ68RSnbdYR,,Yes,No,R_8R3gfGieaM6y5GE,entertainment
445,Kleine tornado,POMMELIEN Thijs ,https://open.spotify.com/track/7knbh860mUFhuhV9IHnCLm,7knbh860mUFhuhV9IHnCLm,,,,R_2yvMha4rZC1Z6Ct,diversion
743,this is me trying,Taylor Swift,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1,7kt9e9LFSpN1zQtYEl19o1,,Yes,Yes,R_21AmFBgPw7UHYaR,"[('solace', 1), ('strong_sensation', 1)]"
360,This is me trying,Taylor Swift,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1,7kt9e9LFSpN1zQtYEl19o1,,Yes,Yes,R_8TFOXwMwo2RtzTg,"[('solace', 1), ('strong_sensation', 1)]"
62,last nite,the strokes,https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA,7kzKAuUzOITUauHAhoMoxA,,Yes,Yes,R_80YBLNTS9lnLPqc,revival
255,Gondry,Hyukoh,https://open.spotify.com/track/7lPFh8HF5FFMzSIUOwvRTm,7lPFh8HF5FFMzSIUOwvRTm,The sadness of the song is in tune with the emotion at that point and relieves it,Yes,No,R_2oS0VRFGHi3daXX,mental_work
264,Budur,Atiye,https://open.spotify.com/track/7lhEIRHV9rsdxPYEZw31Sm,7lhEIRHV9rsdxPYEZw31Sm,,Yes,No,R_8PsV7EzuWKsJiKd,revival
515,Krowodrza ,ćpaj stajl,https://open.spotify.com/track/7n5swsuLdt46dVbL14oNnW,7n5swsuLdt46dVbL14oNnW,,Yes,Yes,R_20rEsSW9Ovvo74J,discharge
153,I've Seen Footage,Death Grips,https://open.spotify.com/track/7nCONy10IHp7XD3oYZ0lcx,7nCONy10IHp7XD3oYZ0lcx,"Aggressive, hypes me up",No,No,R_2p9wWWpkx5peG4N,revival
